"Lines","Bytes","File","EmptyBlocks","TODO","DebugLog"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN010_Energy.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN009_Fuel.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN012_Weapons.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN011_Sensors.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN006_Health.cs","0","0","1"
"15","383","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Status\WIN019_SquadAssignment.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN008_Speed.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN007_Armor.cs","0","0","1"
"15","388","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Core\WIN001_UnitDetailsWindow.cs","0","0","1"
"15","361","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN031_SquadOrders.cs","0","0","1"
"15","367","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN027_SquadObjective.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Core\WIN080_TechnologyWindow.cs","0","0","1"
"15","375","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN033_SquadReinforcement.cs","0","0","1"
"15","357","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Identity\WIN021_SquadName.cs","0","0","1"
"15","363","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Core\WIN020_SquadDetails.cs","0","0","1"
"15","367","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Operations\WIN026_SquadFormation.cs","0","0","1"
"15","361","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Squad\Identity\WIN023_SquadLeader.cs","0","0","1"
"15","378","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN087_UnlockedTechnology.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN086_LockedTechnology.cs","0","0","1"
"15","382","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Tree\WIN082_TechnologyCategories.cs","0","0","1"
"15","370","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Tree\WIN081_TechnologyTree.cs","0","0","1"
"15","382","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN083_ResearchRequirements.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Details\WIN088_TechnologyDetails.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN085_ResearchProgress.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Technology\Research\WIN084_ResearchCost.cs","0","0","1"
"15","386","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Catalog\WIN050_StructureCost.cs","0","0","1"
"15","398","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Catalog\WIN049_StructurePreview.cs","0","0","1"
"15","385","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN051_PlacementPreview.cs","0","0","1"
"15","385","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Core\WIN047_ConstructionMenu.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Targeting\WIN106_AbilityRange.cs","0","0","1"
"15","383","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\State\WIN108_AbilityUnavailableState.cs","0","0","1"
"15","391","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Catalog\WIN048_StructureCategories.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Targeting\WIN107_AbilityTargeting.cs","0","0","1"
"15","393","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\State\WIN057_ConstructionComplete.cs","0","0","1"
"15","389","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Progress\WIN056_CancelConstruction.cs","0","0","1"
"15","388","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Budget\DEP003_AvailableDeployment.cs","0","0","1"
"15","397","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Budget\DEP002_DeploymentBudgetDisplay.cs","0","0","1"
"15","385","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN053_InvalidPlacement.cs","0","0","1"
"15","381","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN052_ValidPlacement.cs","0","0","1"
"15","393","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Progress\WIN055_ConstructionProgress.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN054_Rotation.cs","0","0","1"
"15","375","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN105_AbilityResourceCost.cs","0","0","1"
"15","357","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR014_SensorControls.cs","0","0","1"
"15","351","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR005_ExitMachine.cs","0","0","1"
"15","342","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR016_Thermal.cs","0","0","1"
"15","338","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR015_Radar.cs","0","0","1"
"15","363","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR002_OperatorSelection.cs","0","0","1"
"15","370","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\UnitInformation\Systems\WIN013_Equipment.cs","0","0","1"
"15","353","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR004_EnterMachine.cs","0","0","1"
"15","369","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR003_MachineCompatibility.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN102_AbilityIcons.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Core\WIN101_AbilityPanel.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN104_AbilityCooldown.cs","0","0","1"
"15","372","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN103_AbilityDescription.cs","0","0","1"
"15","351","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Tactical\VR018_TacticalMap.cs","0","0","1"
"15","338","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR017_Lidar.cs","0","0","1"
"15","359","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Weapons\VR013_WeaponSelection.cs","0","0","1"
"15","346","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Weapons\VR012_Targeting.cs","0","0","1"
"15","397","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Budget\DEP004_MaximumDeploymentPoints.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN093_SensorSlots.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN092_ArmorSlots.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN095_PayloadSlots.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN094_ModuleSlots.cs","0","0","1"
"15","353","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Loadout\WIN090_Loadout.cs","0","0","1"
"15","370","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Core\WIN089_EquipmentWindow.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Slots\WIN091_WeaponSlots.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Loadout\WIN099_ApplyLoadout.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Contacts\WIN072_UnknownContacts.cs","0","0","1"
"15","377","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Contacts\WIN071_KnownEnemyUnits.cs","0","0","1"
"15","381","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Tracking\WIN075_LastKnownPosition.cs","0","0","1"
"15","382","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Core\WIN069_IntelligenceWindow.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Analysis\WIN074_ThreatLevel.cs","0","0","1"
"15","388","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Analysis\WIN073_ContactClassification.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Contacts\WIN070_ContactList.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Intelligence\Analysis\WIN077_ConfidenceLevel.cs","0","0","1"
"15","378","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Comparison\WIN097_EquipmentStatistics.cs","0","0","1"
"15","394","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP013_DeploymentConfirmation.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Placement\DEP010_UnitPlacement.cs","0","0","1"
"15","389","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP015_OpponentReadyStatus.cs","0","0","1"
"15","372","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP014_ReadyButton.cs","0","0","1"
"15","382","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Composition\DEP008_SquadComposition.cs","0","0","1"
"15","380","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Composition\DEP007_ArmyComposition.cs","0","0","1"
"15","380","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Placement\DEP009_DeploymentZones.cs","0","0","1"
"15","382","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Core\DEP001_DeploymentScreen.cs","0","0","1"
"15","382","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Actions\WIN098_EquipmentRestrictions.cs","0","0","1"
"15","393","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Warnings\DEP012_BudgetExceededWarning.cs","0","0","1"
"15","378","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Comparison\WIN096_EquipmentComparison.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Equipment\Actions\WIN100_SaveLoadout.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Selection\DEP005_UnitSelection.cs","0","0","1"
"15","388","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP016_DeploymentCountdown.cs","0","0","1"
"15","399","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Warnings\DEP011_InvalidDeploymentWarning.cs","0","0","1"
"15","398","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Selection\DEP006_UnitDeploymentPointCost.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Controls\MAP013_CameraDirection.cs","0","0","1"
"15","339","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Controls\MAP014_Zoom.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Controls\MAP015_MinimapFilters.cs","0","0","1"
"15","390","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Status\AUTO020_AIDecisionStatusDisplay.cs","0","0","1"
"15","372","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Interface\AUTO002_IntentSelection.cs","0","0","1"
"15","378","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Interface\AUTO003_ObjectiveSelection.cs","0","0","1"
"15","387","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Status\AUTO019_AutonomyStateIndicator.cs","0","0","1"
"15","356","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Core\MAP001_MinimapFrame.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Entities\MAP005_UnknownContacts.cs","0","0","1"
"15","356","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Entities\MAP006_SquadMarkers.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Entities\MAP008_ResourceLocations.cs","0","0","1"
"15","352","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Entities\MAP004_EnemyUnits.cs","0","0","1"
"15","345","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Core\MAP002_Terrain.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Core\MAP012_CameraPosition.cs","0","0","1"
"15","358","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Entities\MAP003_FriendlyUnits.cs","0","0","1"
"15","372","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Interface\AUTO001_IntentInterface.cs","0","0","1"
"15","372","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO013_DefensiveIntent.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO014_ReconIntent.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO015_PursuitIntent.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO012_BreachIntent.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO009_MovementBehavior.cs","0","0","1"
"15","370","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO010_FlankingIntent.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO011_SuppressionIntent.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO016_RetreatIntent.cs","0","0","1"
"15","372","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Configuration\AUTO006_EngagementRange.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Configuration\AUTO007_AggressionSetting.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Configuration\AUTO008_FormationSetting.cs","0","0","1"
"15","377","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Configuration\AUTO005_RulesOfEngagement.cs","0","0","1"
"15","380","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO017_ReinforcementIntent.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Behaviors\AUTO018_SupportIntent.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Autonomy\Configuration\AUTO004_PrioritySelection.cs","0","0","1"
"15","369","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Filters\MAP020_EnemyFiltering.cs","0","0","1"
"15","383","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Filters\MAP021_IntelligenceFiltering.cs","0","0","1"
"15","377","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Filters\MAP022_LogisticsFiltering.cs","0","0","1"
"15","369","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Filters\MAP019_SquadFiltering.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Core\MAP016_TacticalMapWindow.cs","0","0","1"
"15","380","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Core\MAP017_FullBattlefieldView.cs","0","0","1"
"15","367","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Filters\MAP018_UnitFiltering.cs","0","0","1"
"15","375","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Filters\MAP023_ResourceFiltering.cs","0","0","1"
"15","365","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Overlays\MAP028_AttackRoutes.cs","0","0","1"
"15","369","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Overlays\MAP029_DefensiveZones.cs","0","0","1"
"15","361","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Overlays\MAP030_ReconZones.cs","0","0","1"
"15","369","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Overlays\MAP027_MovementRoutes.cs","0","0","1"
"15","377","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Filters\MAP024_ObjectiveFiltering.cs","0","0","1"
"15","367","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Intelligence\MAP025_ThreatOverlay.cs","0","0","1"
"15","369","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\TacticalMap\Intelligence\MAP026_SensorCoverage.cs","0","0","1"
"15","375","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Territory\MAP032_TerritoryControl.cs","0","0","1"
"15","367","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Core\MAP031_StrategicMap.cs","0","0","1"
"15","356","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Core\MAP033_Regions.cs","0","0","1"
"15","352","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Forces\MAP034_Bases.cs","0","0","1"
"15","349","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Markers\MAP011_Waypoints.cs","0","0","1"
"15","351","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Entities\MAP009_Structures.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Markers\MAP007_ObjectiveMarkers.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\Minimap\Markers\MAP010_TacticalMarkers.cs","0","0","1"
"15","354","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Forces\MAP035_Armies.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Logistics\MAP037_Logistics.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Logistics\MAP038_Resources.cs","0","0","1"
"15","373","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Logistics\MAP041_StrategicRoutes.cs","0","0","1"
"15","377","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Intelligence\MAP042_IntelligenceLayer.cs","0","0","1"
"15","363","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Forces\MAP036_FrontLines.cs","0","0","1"
"15","381","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Forces\MAP040_StrategicObjectives.cs","0","0","1"
"15","369","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\HUD\StrategicMap\Intelligence\MAP039_EnemyActivity.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Garage\Maintenance\GAR025_RepairConfirmation.cs","0","0","1"
"15","358","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Map\CAM002_CampaignMap.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Map\CAM003_RegionSelection.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Missions\CAM004_MissionSelection.cs","0","0","1"
"15","360","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Main\CAM001_CampaignHome.cs","0","0","1"
"15","378","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Deployment\CAM008_DeploymentPreparation.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Deployment\CAM009_MissionLoading.cs","0","0","1"
"15","356","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Deployment\CAM010_MissionHUD.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Missions\CAM005_MissionBriefing.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Results\CAM012_MissionComplete.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Results\CAM013_MissionFailed.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Results\CAM014_MissionRewards.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Results\CAM011_MissionProgress.cs","0","0","1"
"15","370","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Missions\CAM006_MissionObjectives.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Missions\CAM007_MissionRequirements.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Campaign\Progression\CAM015_CampaignProgression.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Unit\POP006_UnitDestroyed.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Detection\POP003_TargetAcquired.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Objectives\POP009_ObjectiveAttacked.cs","0","0","1"
"15","374","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Objectives\POP010_ObjectiveCaptured.cs","0","0","1"
"15","358","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Detection\POP002_EnemyLost.cs","0","0","1"
"15","383","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Objectives\NOTIF009_ObjectiveFailed.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Base\POP012_BaseAttacked.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Detection\POP001_EnemyDetected.cs","0","0","1"
"15","366","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Objectives\POP011_ObjectiveLost.cs","0","0","1"
"15","384","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Threat\POP015_ReinforcementAvailable.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Unit\POP004_UnderAttack.cs","0","0","1"
"15","362","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Unit\POP005_UnitDamaged.cs","0","0","1"
"15","376","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Threat\POP014_RetreatRecommended.cs","0","0","1"
"15","364","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Squad\POP007_SquadDamaged.cs","0","0","1"
"15","368","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Popups\Combat\Squad\POP008_SquadDestroyed.cs","0","0","1"
